poids_kg,volume_m3,valeur_marchandise,distance_km,mode_transport,type_marchandise,port_origine,destination,mois,type_conteneur,incoterm,volume_annuel_tonnes,cout_mad_kg,cout_mad_m3,cout_total,ratio_valeur_cout
132513.5,771.35,6194012.32,2000,maritime,fragile,Tanger-Med,Afrique_Ouest,12,palette,FCA,10000,0.468,80.342,62016.31800000001,99.87713749790821
144570.76,598.52,587823.52,11000,maritime,general,Casablanca,Europe_Sud,4,palette,EXW,0,1.42,343.079,205290.4792,2.863374484246418
335.0,1.69,2180.66,800,routier,general,Tanger-Med,Amerique_Nord,11,20_std,FOB,5000,0.745,147.633,249.575,8.737493739356907
27724.68,116.44,1660680.28,11000,maritime,fragile,Casablanca,Amerique_Nord,2,palette,EXW,0,1.879,447.301,52094.67372,31.87812037994275
7470.24,22.83,154565.99,500,routier,perissable,Casablanca,Amerique_Nord,4,40_std,CIF,0,1.022,334.567,7634.58528,20.245499176610153
2740.85,13.67,362856.97,1000,aerien,fragile,Casablanca,Asie,3,40_hc,CIF,0,9.663,1937.89,26484.83355,13.700556936292317
410.61,1.69,3061.58,500,routier,general,Tanger-Ville,Europe_Nord,11,vrac,FOB,0,0.749,181.81,307.54689,9.954839731918602
28347.93,141.53,4612606.35,2000,aerien,fragile,Tanger-Med,Europe_Nord,3,palette,FOB,0,9.741,1951.056,276137.18613,16.704039085226555
9622.23,48.09,640129.4,6000,aerien,fragile,Tanger-Ville,Amerique_Sud,3,20_std,EXW,0,22.071,4416.081,212372.23833,3.014185870213972
1953.15,8.41,121751.36,3000,routier,fragile,Tanger-Med,Amerique_Sud,1,20_reefer,FCA,0,3.057,709.893,5970.77955,20.39120000670599
1742.67,7.39,15367.07,1200,routier,general,Casablanca,Europe_Nord,7,palette,FCA,0,1.47,346.45,2561.7249,5.998719846928138
179.0,0.84,1363.24,2000,routier,general,Casablanca,Europe_Sud,5,40_std,FOB,500,2.131,456.152,381.44899999999996,3.573846044949653
393.27,1.56,10408.42,4000,aerien,general,Casablanca,Europe_Sud,7,20_std,FOB,10000,9.574,2413.448,3765.16698,2.7643979816268334
1043.61,1.49,2834.61,1500,routier,vrac,Agadir,Afrique_Ouest,3,40_std,DDP,5000,1.665,1168.476,1737.6106499999999,1.6313263273334566
43671.15,177.34,186639.63,9000,maritime,general,Casablanca,Afrique_Ouest,9,20_reefer,DDP,100,1.364,335.801,59567.4486,3.13324868508805
23527.69,119.19,550367.98,6000,aerien,general,Casablanca,Amerique_Nord,1,40_hc,DDP,0,19.553,3859.664,460036.92257,1.196356103169643
1207.53,3.99,14092.21,800,routier,general,Nador,Europe_Sud,5,20_reefer,EXW,0,1.021,308.796,1232.8881299999998,11.430242255637582
4841.14,28.68,87765.5,5000,maritime,fragile,Casablanca,Europe_Sud,9,palette,DDP,500,1.159,195.586,5610.88126,15.642016990393412
1296.91,5.23,10535.24,1200,routier,fragile,Tanger-Med,Afrique_Ouest,2,40_std,DDP,0,1.854,459.832,2404.47114,4.381520669863394
2061.56,10.44,20788.68,250,routier,fragile,Casablanca,Afrique_Ouest,9,40_hc,FOB,10000,0.518,102.393,1067.88808,19.46709621480184
845.07,2.06,12786.88,9000,maritime,perissable,Nador,Europe_Nord,10,20_std,FOB,0,1.744,715.116,1473.8020800000002,8.676117487905838
5345.15,7.89,27103.02,3000,routier,vrac,Tanger-Med,Amerique_Nord,7,40_hc,DDP,0,3.165,2143.369,16917.39975,1.60207953943986
2260.08,14.9,24193.74,500,routier,general,Tanger-Med,Afrique_Ouest,7,20_std,EXW,0,0.851,129.062,1923.32808,12.579101949158877
305.75,2.28,24686.88,6000,aerien,fragile,Nador,Europe_Sud,4,20_std,CIF,5000,15.681,2102.002,4794.465749999999,5.14903667838278
3245.84,6.18,97999.29,1200,routier,perissable,Tanger-Med,Amerique_Nord,12,40_std,CIF,10000,1.342,704.788,4355.917280000001,22.49796855646441
23360.83,75.81,1251176.94,6000,aerien,perissable,Agadir,Afrique_Ouest,3,palette,DDP,10000,22.231,6850.426,519334.61173000006,2.4091922851667773
159.42,0.52,1341.68,4000,aerien,general,Mohammedia,Asie,6,20_std,DDP,5000,18.045,5500.173,2876.7339,0.46639002655059614
587.35,3.17,3293.62,2000,routier,general,Casablanca,Europe_Sud,1,20_reefer,FCA,5000,1.523,281.893,894.53405,3.681939217405978
3426.34,13.23,25389.55,500,routier,general,Casablanca,Moyen_Orient,3,40_hc,EXW,0,0.597,154.495,2045.52498,12.412241477491026
1774.21,6.63,20646.1,1000,maritime,general,Tanger-Med,Europe_Sud,9,40_std,DDP,5000,0.299,79.995,530.48879,38.91901278441718
998.29,1.82,23105.5,1500,routier,perissable,Tanger-Med,Europe_Sud,4,40_hc,DDP,10000,1.904,1044.545,1900.7441599999997,12.156028405211568
2229.89,9.53,13771.24,1200,routier,general,Nador,Europe_Sud,11,40_std,FCA,0,1.334,312.209,2974.67326,4.629496686301607
94707.24,441.66,541359.87,9000,maritime,general,Casablanca,Europe_Sud,5,vrac,FOB,100,1.405,301.297,133063.6722,4.068427250273948
1749.27,8.17,49021.03,100,routier,fragile,Tanger-Med,Asie,11,20_std,FOB,5000,0.469,100.295,820.4076299999999,59.75204058011991
10844.65,16.63,98661.03,500,aerien,vrac,Tanger-Med,Europe_Sud,6,20_std,DDP,0,6.97,4544.416,75587.2105,1.3052608946324324
14187.48,16.39,25100.3,2500,routier,vrac,Tanger-Med,Afrique_Ouest,8,palette,CIF,1000,1.902,1646.404,26984.586959999997,0.9301717323747394
821.84,2.08,14065.14,100,routier,dangereux,Casablanca,Afrique_Ouest,3,20_std,FOB,0,0.484,191.71,397.77056,35.35993211765094
1559.25,9.18,14916.11,1500,routier,fragile,Casablanca,Europe_Sud,9,20_std,DDP,500,1.989,337.746,3101.34825,4.809556617835485
129.96,0.59,42221.84,8000,aerien,fragile,Casablanca,Amerique_Nord,8,palette,CIF,1000,21.316,4684.648,2770.22736,15.241290519923245
76047.57,186.09,760703.7,7000,maritime,dangereux,Tanger-Med,Asie,9,20_std,CIF,0,1.963,802.369,149281.37991000002,5.095770821911073
10429.75,36.21,289268.83,1000,aerien,general,Tanger-Med,Amerique_Sud,5,palette,FOB,0,6.844,1971.156,71381.209,4.052450694691932
1057.54,3.18,5331.88,1200,routier,general,Casablanca,Europe_Sud,7,40_std,EXW,0,1.473,490.054,1557.75642,3.422794431493982
731.02,3.25,3209.37,2000,routier,general,Tanger-Med,Europe_Sud,11,40_std,FCA,500,1.923,432.449,1405.75146,2.283028039679219
951.71,5.19,19072.06,500,routier,fragile,Agadir,Amerique_Nord,6,20_std,FOB,500,0.898,164.797,854.63558,22.31601450527019
2168.92,7.42,34909.82,500,routier,dangereux,Casablanca,Amerique_Nord,2,40_hc,FOB,1000,0.743,217.192,1611.50756,21.662833527135298
45670.0,118.17,362780.29,3000,maritime,perissable,Tanger-Med,Asie,11,40_std,EXW,0,0.706,272.952,32243.019999999997,11.251436434924521
245610.76,1127.88,1735516.73,1000,maritime,general,Casablanca,Europe_Sud,3,40_std,DDP,0,0.345,75.232,84735.7122,20.48152644192917
918.76,3.44,2049.75,2000,routier,general,Nador,Europe_Nord,12,40_hc,CIF,0,2.037,544.407,1871.5141199999998,1.0952361930349743
250.28,1.01,25007.19,10000,aerien,fragile,Mohammedia,Asie,6,palette,FOB,0,36.967,9116.737,9252.10076,2.7028661542592194
537.8,1.78,24651.96,3000,routier,perissable,Casablanca,Moyen_Orient,8,20_reefer,FOB,0,5.309,1603.729,2855.1802,8.634117034014176
45.04,0.14,1054.79,5000,aerien,perissable,Agadir,Europe_Sud,3,40_hc,DDP,500,23.031,7296.153,1037.3162399999999,1.0168451618958554
1195.5,3.98,12046.58,1500,routier,general,Casablanca,Amerique_Nord,12,palette,CIF,0,1.836,552.169,2194.938,5.488346367870071
1130.07,2.47,9349.01,250,routier,dangereux,Mohammedia,Europe_Sud,1,palette,FOB,10000,0.444,202.502,501.75108,18.632765075463315
1847.54,2.06,6423.11,1200,routier,vrac,Tanger-Med,Europe_Sud,10,20_reefer,CIF,0,1.001,897.114,1849.3875399999997,3.473101154342156
1617.32,2.19,4699.65,800,routier,vrac,Tanger-Med,Europe_Nord,6,palette,FCA,0,1.019,751.047,1648.0490799999998,2.8516444425308016
53066.92,297.8,491528.53,11000,maritime,general,Agadir,Europe_Sud,11,20_std,DAT,0,1.875,334.048,99500.47499999999,4.93996164339919
15037.82,50.1,272383.8,1500,routier,perissable,Casablanca,Amerique_Nord,9,40_hc,EXW,10000,1.484,445.551,22316.12488,12.20569437860217
478.55,2.4,2411.18,2500,routier,general,Tanger-Med,Europe_Sud,11,40_std,FOB,0,2.214,441.694,1059.5097,2.275750755278597
53761.2,137.6,1164218.03,11000,maritime,perissable,Casablanca,Afrique_Ouest,3,palette,FOB,1000,2.169,847.373,116608.0428,9.984028563079528
73503.84,173.87,939076.98,11000,maritime,dangereux,Tanger-Med,Europe_Sud,9,vrac,DAT,0,1.95,824.217,143332.48799999998,6.551738500485668
15585.97,70.82,345514.24,1000,aerien,general,Agadir,Europe_Sud,3,20_std,DAT,5000,5.543,1219.863,86393.03171,3.9993299593861424
1012.64,5.54,23026.87,1500,routier,fragile,Nador,Europe_Nord,2,40_hc,FOB,10000,1.313,240.127,1329.5963199999999,17.31869263898083
106851.91,278.77,1212520.88,5000,maritime,perissable,Tanger-Med,Amerique_Nord,3,palette,FOB,100,1.252,480.068,133778.59132,9.063639167044563
183751.62,245.36,594489.67,3000,maritime,vrac,Agadir,Europe_Sud,4,40_hc,DDP,5000,0.489,366.078,89854.54217999999,6.616133759928307
6339.57,28.69,41716.33,100,routier,general,Casablanca,Asie,6,40_hc,EXW,0,0.39,86.186,2472.4323,16.87258737074419
2069.82,5.93,6881.35,1200,routier,general,Tanger-Med,Asie,9,palette,FOB,0,1.205,420.428,2494.1331000000005,2.7590147454440177
2098.27,5.89,12418.88,500,routier,dangereux,Casablanca,Amerique_Nord,12,20_reefer,FCA,1000,0.937,333.759,1966.0789900000002,6.316572255319201
8413.63,18.55,128953.49,500,routier,dangereux,Casablanca,Europe_Sud,2,palette,FCA,1000,0.914,414.304,7690.05782,16.768858312693414
2066.54,5.47,93632.43,1200,routier,perissable,Tanger-Med,Afrique_Ouest,11,vrac,DAT,5000,1.16,437.971,2397.1863999999996,39.05930302291053
754.6,1.36,1214.1,2500,routier,vrac,Casablanca,Asie,9,40_std,DDP,5000,2.414,1342.652,1821.6044000000002,0.6665003663803183
137327.67,454.02,5081040.58,9000,maritime,perissable,Tanger-Med,Europe_Sud,9,40_hc,EXW,0,1.416,428.296,194455.98072000002,26.129515591069755
162985.45,400.12,4201807.74,3000,maritime,perissable,Agadir,Asie,12,40_hc,FOB,5000,0.723,294.511,117838.48035,35.65734832560577
7732.04,9.93,77852.0,3000,aerien,vrac,Tanger-Med,Europe_Sud,10,20_std,CIF,100,8.126,6330.164,62830.55703999999,1.2390786214172327
3337.43,13.49,61115.75,2000,maritime,perissable,Tanger-Med,Europe_Sud,8,palette,FOB,500,0.601,148.726,2005.79543,30.469582832781708
10235.26,37.95,45989.46,500,routier,general,Tanger-Med,Europe_Nord,12,40_std,CIF,0,0.737,198.891,7543.38662,6.0966595399030465
103.85,0.59,9242.3,1000,aerien,fragile,Agadir,Asie,6,vrac,EXW,0,10.236,1808.698,1063.0086000000001,8.69447340313145
255.37,0.59,22132.5,12000,aerien,dangereux,Tanger-Med,Afrique_Ouest,5,palette,DAT,0,55.04,23935.493,14055.5648,1.5746432331200237
986.7,2.57,9504.56,800,routier,general,Nador,Moyen_Orient,2,20_std,DAT,500,0.956,367.58,943.2852,10.076019426574273
2337.54,8.69,58300.19,1000,maritime,general,Casablanca,Amerique_Sud,11,20_std,EXW,0,0.298,80.18,696.58692,83.6940636209477
28.15,0.1,819.05,3000,aerien,general,Tanger-Med,Asie,5,20_std,EXW,0,8.412,2360.569,236.79780000000002,3.4588581481753624
3095.57,13.04,14557.52,5000,maritime,general,Tanger-Med,Amerique_Nord,12,20_reefer,CIF,0,0.974,231.116,3015.08518,4.828228434992341
652.73,1.05,4305.91,4000,aerien,vrac,Tanger-Med,Europe_Sud,12,20_reefer,EXW,0,13.768,8548.367,8986.78664,0.47913789127189066
4492.78,14.92,31986.64,50,routier,general,Tanger-Med,Europe_Sud,7,40_hc,EXW,100,0.289,87.051,1298.4134199999999,24.635173595171253
3085.27,14.04,29108.39,3000,routier,general,Tanger-Med,Moyen_Orient,2,20_std,FOB,5000,2.21,485.502,6818.4466999999995,4.269064683016442
1236.94,3.24,16372.28,250,routier,dangereux,Tanger-Med,Europe_Nord,2,40_std,DAT,0,0.916,349.614,1133.0370400000002,14.44990712748455
978.61,3.6,18381.55,500,maritime,fragile,Tanger-Med,Asie,6,40_std,DAT,5000,0.264,71.838,258.35304,71.1489595787222
21954.14,117.72,1408956.23,1000,aerien,fragile,Tanger-Ville,Europe_Sud,6,vrac,DAT,0,11.033,2057.642,242220.02662,5.816844501509369
27446.74,88.32,499153.26,5000,aerien,general,Casablanca,Amerique_Nord,12,20_std,EXW,0,13.194,4100.135,362132.28756,1.378372702868417
543.39,2.52,32494.97,100,routier,fragile,Tanger-Med,Europe_Sud,1,40_std,EXW,0,0.426,91.862,231.48414,140.37665820215588
1265.46,4.07,33899.26,50,routier,perissable,Casablanca,Asie,3,40_hc,EXW,0,0.549,170.808,694.7375400000001,48.794340377806556
12942.19,34.61,677949.22,3000,aerien,perissable,Casablanca,Europe_Sud,2,20_std,CIF,0,16.322,6102.908,211242.42518,3.2093421547414938
86703.59,506.02,761523.86,5000,maritime,fragile,Casablanca,Asie,6,20_std,FOB,500,1.332,228.284,115489.18188,6.593897779891347
1372.79,4.65,5825.86,100,routier,general,Tanger-Med,Europe_Sud,1,40_std,FCA,0,0.375,110.736,514.79625,11.316826802837044
225.15,0.9,6773.22,500,routier,fragile,Tanger-Med,Asie,4,40_std,DDP,1000,0.875,218.72,197.00625,34.380736651755974
81535.14,230.7,1627538.98,3000,maritime,perissable,Casablanca,Amerique_Nord,4,40_hc,DAT,0,0.81,286.369,66043.46340000001,24.64345290528782
10678.14,10.52,41300.03,2000,maritime,vrac,Jorf Lasfar,Europe_Nord,1,20_reefer,DAT,0,0.416,422.482,4442.106239999999,9.297398073937108
3841.88,14.89,19852.08,800,routier,general,Casablanca,Europe_Sud,8,palette,CIF,0,1.105,285.143,4245.2774,4.676273922641664
3363.88,3.55,8186.1,100,routier,vrac,Agadir,Amerique_Sud,12,40_std,FCA,0,0.478,452.37,1607.93464,5.091065144289696
115.53,0.18,10639.68,500,aerien,dangereux,Casablanca,Europe_Sud,11,40_std,EXW,1000,5.065,3222.127,585.1594500000001,18.18253127416809
3094.39,5.17,31911.94,5000,maritime,dangereux,Tanger-Med,Afrique_Ouest,7,palette,FCA,100,1.378,824.321,4264.06942,7.483916619725202
8144.58,24.15,485819.13,250,routier,perissable,Tanger-Med,Asie,9,40_std,DDP,0,1.056,356.093,8600.67648,56.48615328453791
230.2,0.27,618.73,100,routier,vrac,Tanger-Med,Europe_Nord,11,20_std,FOB,500,0.383,324.628,88.1666,7.017736875415407
222815.09,806.65,9713280.21,3000,maritime,perissable,Tanger-Med,Moyen_Orient,10,40_std,FCA,0,0.785,216.758,174909.84565,55.53306718614671
2808.38,6.92,34503.32,2500,routier,perissable,Agadir,Asie,3,20_reefer,DDP,5000,4.512,1831.608,12671.410559999998,2.722926531077532
1608.08,7.46,39570.63,1200,routier,fragile,Tanger-Med,Europe_Sud,7,40_std,EXW,1000,1.325,285.537,2130.7059999999997,18.571604904665403
148676.62,703.63,1543046.86,9000,maritime,general,Tanger-Ville,Afrique_Ouest,4,20_std,DAT,100,1.65,348.662,245316.42299999998,6.290026738242471
947.53,3.06,5043.45,2000,routier,general,Casablanca,Europe_Sud,3,palette,FOB,500,1.619,500.77,1534.05107,3.287667600270961
1447.55,7.64,42103.45,12000,maritime,fragile,Casablanca,Amerique_Sud,11,40_std,CIF,0,2.49,471.497,3604.3995,11.68112746658632
2057.28,9.19,23130.7,1500,routier,general,Jorf Lasfar,Europe_Sud,12,40_std,FCA,5000,1.332,298.345,2740.2969600000006,8.44094648778503
44136.83,204.36,1454557.07,5000,maritime,fragile,Casablanca,Moyen_Orient,3,40_std,FOB,10000,0.818,176.67,36103.92694,40.28805709742554
795.94,2.19,5093.78,500,routier,dangereux,Casablanca,Europe_Sud,4,40_std,FOB,5000,0.852,308.999,678.14088,7.511389078918232
413.98,1.19,5837.65,250,routier,perissable,Casablanca,Europe_Sud,2,40_hc,CIF,1000,0.5,173.839,206.99,28.202570172472097
425.64,1.26,2743.25,1200,routier,general,Tanger-Med,Amerique_Nord,7,40_std,FOB,0,1.623,547.363,690.81372,3.9710415710909737
2967.41,16.92,328355.55,12000,aerien,fragile,Tanger-Med,Amerique_Nord,1,20_std,DDP,10000,32.756,5745.736,97200.48195999999,3.3781267682924154
21664.15,95.43,7448239.55,4000,aerien,fragile,Casablanca,Amerique_Nord,6,40_std,FOB,0,17.063,3873.678,369655.39145,20.14914355985379
5256.9,17.0,99537.06,1200,routier,perissable,Casablanca,Asie,6,20_std,DAT,0,2.767,855.476,14545.842299999998,6.842990453705112
177594.94,882.06,770264.77,3000,maritime,general,Tanger-Med,Europe_Sud,3,40_hc,FOB,0,0.568,114.449,100873.92592,7.63591545560419
694.69,2.82,2912.64,3000,maritime,general,Casablanca,Amerique_Nord,2,20_std,DDP,0,0.736,180.957,511.29184000000004,5.696629150193361
24343.1,79.2,4417197.09,3000,aerien,fragile,Casablanca,Amerique_Nord,9,40_hc,FOB,0,10.527,3235.855,256259.81369999997,17.237182163767415
932.31,2.02,9597.45,800,routier,dangereux,Tanger-Med,Europe_Sud,11,40_std,CIF,0,1.646,761.518,1534.58226,6.254112438390889
138520.66,507.21,740917.12,3000,maritime,general,Casablanca,Amerique_Sud,2,palette,FOB,0,0.616,168.333,85328.72656,8.683091262108718
6567.84,36.69,356529.97,1200,routier,fragile,Casablanca,Amerique_Sud,11,40_std,FOB,0,1.664,297.823,10928.88576,32.62271907946085
437.8,2.37,30171.0,2000,routier,fragile,Tanger-Med,Amerique_Nord,1,20_std,DDP,0,2.981,550.325,1305.0818,23.118091141873254
28667.73,163.05,812725.34,10000,aerien,general,Tanger-Ville,Europe_Sud,3,20_std,DDP,0,30.505,5363.512,874509.10365,0.9293503482215008
14716.1,54.14,93435.08,2000,maritime,fragile,Casablanca,Europe_Nord,4,40_std,FOB,0,0.595,161.599,8756.0795,10.6708807292122
4327.83,20.53,158261.57,2000,routier,fragile,Casablanca,Europe_Sud,7,40_std,FCA,1000,1.861,392.169,8054.09163,19.64983480079926
2868.3,3.46,5849.01,500,routier,vrac,Tanger-Med,Asie,10,40_std,FOB,0,0.61,505.793,1749.663,3.3429351823751206
208451.73,801.14,2660342.42,3000,maritime,general,Casablanca,Amerique_Nord,11,20_reefer,EXW,5000,0.477,124.172,99431.47521,26.755536055171035
199593.19,563.02,1658848.8,7000,maritime,general,Tanger-Med,Europe_Sud,4,40_hc,DAT,100,1.072,380.088,213963.89968,7.752937773526002
2306.16,2.72,5678.36,500,routier,vrac,Agadir,Amerique_Nord,7,40_hc,FOB,10000,0.683,578.848,1575.10728,3.6050623802589494
22177.27,92.26,1007748.85,1000,aerien,general,Casablanca,Afrique_Ouest,9,40_hc,DAT,100,7.819,1879.566,173404.07413,5.8115638577470605
921.24,1.94,5906.4,500,routier,perissable,Tanger-Med,Asie,9,20_reefer,CIF,0,0.831,395.731,765.55044,7.715232976680151
2236.44,6.56,49781.02,1200,routier,perissable,Nador,Afrique_Ouest,12,40_hc,FCA,0,2.703,921.467,6045.09732,8.234941038137
18207.27,68.79,241704.03,3000,aerien,dangereux,Tanger-Ville,Afrique_Ouest,9,20_std,EXW,0,15.186,4019.391,276495.60222,0.8741695276863127
2656.58,15.3,16154.45,800,routier,general,Tanger-Med,Europe_Sud,4,40_std,CIF,0,0.791,137.277,2101.35478,7.687635688058348
1494.32,1.94,5795.22,1200,routier,vrac,Casablanca,Asie,6,20_std,EXW,5000,0.938,721.319,1401.6721599999998,4.134504604842833
2239.3,8.46,21091.01,7000,maritime,general,Tanger-Med,Amerique_Nord,1,palette,FOB,5000,0.734,194.075,1643.6462000000001,12.831843008550134
27924.42,59.96,104578.88,10000,aerien,dangereux,Tanger-Med,Europe_Sud,5,20_std,EXW,10000,30.565,14235.846,853509.8973,0.1225280226167566
992.62,3.47,4328.43,500,routier,perissable,Agadir,Asie,3,40_hc,CIF,0,1.091,311.744,1082.94842,3.996893961025402
428.84,1.8,3173.08,2000,aerien,general,Tanger-Ville,Europe_Sud,6,20_std,DDP,0,10.647,2541.855,4565.85948,0.6949578746124705
81281.45,387.95,529548.6,3000,maritime,general,Tanger-Med,Afrique_Ouest,6,40_std,FCA,0,0.728,152.571,59172.895599999996,8.949175034118154
133.94,0.14,592.11,500,routier,vrac,Tanger-Med,Asie,6,palette,DDP,500,1.099,1075.322,147.20006,4.022484773443706
1803.37,4.1,23061.46,7000,maritime,perissable,Tanger-Med,Asie,9,20_reefer,DDP,0,2.058,904.987,3711.3354599999993,6.213790224179844
316.31,0.57,2922.99,50,routier,dangereux,Casablanca,Amerique_Sud,6,20_std,FOB,0,0.711,395.77,224.89641,12.99705050872088
940.06,4.39,92949.02,500,routier,fragile,Casablanca,Europe_Nord,12,40_hc,FOB,0,0.809,173.279,760.50854,122.21956113734107
99706.75,290.47,672083.45,9000,maritime,general,Tanger-Med,Asie,1,40_std,DAT,0,1.795,616.065,178973.61625,3.755209645321116
14427.53,83.74,753946.85,6000,aerien,fragile,Casablanca,Asie,6,20_std,EXW,5000,17.683,3046.435,255122.01299000002,2.9552402835170177
517.76,1.99,5871.98,1200,routier,general,Casablanca,Europe_Sud,2,palette,DAT,0,1.311,341.817,678.7833599999999,8.65074241065662
406.34,2.58,36417.0,1500,routier,fragile,Casablanca,Europe_Sud,12,palette,FCA,100,1.561,246.015,634.2967399999999,57.41319118241094
1531.43,5.5,21110.57,1500,routier,general,Tanger-Ville,Europe_Sud,5,40_std,FCA,0,1.478,411.971,2263.45354,9.326707894344498
10925.13,51.68,221712.45,1200,routier,fragile,Tanger-Med,Europe_Sud,3,20_std,FCA,0,1.072,226.671,11711.73936,18.930787578592426
769.12,3.78,1150.96,500,routier,dangereux,Casablanca,Moyen_Orient,11,40_std,FOB,0,1.046,213.039,804.4995200000001,1.4306534328323774
879.04,2.88,12626.69,3000,routier,general,Nador,Amerique_Nord,10,20_std,FCA,0,2.759,842.829,2425.2713599999997,5.206299883902477
205569.12,702.16,383812.83,5000,maritime,general,Tanger-Med,Amerique_Nord,2,20_reefer,FOB,0,0.72,210.749,148009.7664,2.593158811984991
952.43,4.29,8503.35,250,routier,general,Tanger-Med,Europe_Nord,12,palette,FOB,0,0.532,118.207,506.69276,16.782063355316147
3088.58,3.66,7010.11,250,routier,vrac,Tanger-Med,Asie,2,20_std,FCA,1000,0.503,425.268,1553.55574,4.512300279615329
691.49,3.94,7617.1,6000,aerien,general,Tanger-Med,Europe_Nord,12,40_hc,FOB,0,14.944,2619.899,10333.62656,0.7371177926522632
265.82,0.9,9329.55,10000,aerien,perissable,Tanger-Med,Asie,6,20_std,FCA,0,49.978,14797.61,13285.15196,0.7022539168607297
2089.55,6.27,14035.57,250,routier,general,Casablanca,Afrique_Ouest,1,20_std,EXW,0,0.375,124.981,783.5812500000001,17.912079953418996
474.38,0.77,728.4,100,routier,vrac,Casablanca,Amerique_Sud,11,40_std,EXW,10000,0.326,200.547,154.64788000000001,4.710054867871451
710.87,2.03,10552.74,11000,maritime,perissable,Tanger-Med,Amerique_Nord,5,40_std,DAT,0,3.221,1129.365,2289.71227,4.60876248001239
1913.98,10.62,15335.1,2500,routier,general,Casablanca,Asie,4,20_std,DDP,0,3.06,551.381,5856.7788,2.618350551330366
1348.62,3.16,30335.78,250,routier,dangereux,Tanger-Med,Amerique_Nord,10,vrac,CIF,5000,0.554,236.411,747.13548,40.60278331314154
4448.76,5.0,9012.55,3000,maritime,vrac,Agadir,Asie,1,20_std,CIF,10000,0.494,439.693,2197.68744,4.100924378946261
1220.81,2.67,52077.63,1200,routier,dangereux,Tanger-Ville,Europe_Sud,10,40_std,FOB,0,1.317,603.073,1607.80677,32.39047811696924
555.96,1.45,6532.74,500,routier,perissable,Agadir,Europe_Sud,9,40_std,EXW,0,1.029,393.828,572.08284,11.4192203352927
334.72,1.04,1602.67,2000,routier,general,Casablanca,Afrique_Ouest,10,palette,FCA,100,2.098,674.221,702.24256,2.2822171302177985
20117.35,90.5,248600.43,100,routier,general,Tanger-Med,Europe_Sud,4,20_reefer,FCA,5000,0.311,69.239,6256.495849999999,39.73477102202506
1867.83,9.48,12193.48,50,routier,general,Tanger-Med,Europe_Nord,2,40_hc,DDP,10000,0.364,71.69,679.8901199999999,17.934486237276108
475.99,1.54,31746.54,2000,aerien,perissable,Tanger-Ville,Europe_Nord,11,20_reefer,FCA,0,11.917,3681.043,5672.37283,5.596694884387563
1911.45,13.08,25268.12,250,routier,fragile,Tanger-Med,Europe_Nord,7,palette,DDP,1000,0.733,107.195,1401.09285,18.03457922149842
1678.2,8.26,32325.29,100,routier,fragile,Casablanca,Afrique_Ouest,11,40_std,CIF,0,0.455,92.374,763.581,42.33380610570457
471.29,2.42,19531.73,100,routier,fragile,Casablanca,Asie,1,20_std,EXW,1000,0.354,68.831,166.83666,117.07097229110197
22905.02,83.63,342297.48,8000,aerien,general,Tanger-Med,Asie,11,palette,EXW,10000,21.234,5815.6,486365.1946800001,0.7037869562710213
188940.91,1395.94,6999437.54,2000,maritime,fragile,Tanger-Med,Moyen_Orient,2,20_std,EXW,0,0.425,57.58,80299.88675,87.1662193222209
293.72,0.84,7630.21,2500,routier,perissable,Casablanca,Moyen_Orient,3,40_std,CIF,0,3.124,1090.707,917.5812800000001,8.315568512906017
380.9,0.88,26497.29,3000,aerien,perissable,Agadir,Afrique_Ouest,4,palette,EXW,10000,12.201,5307.724,4647.3609,5.701577856800405
2227.93,5.71,33851.61,1200,routier,perissable,Tanger-Med,Amerique_Nord,2,40_hc,FOB,0,1.29,503.006,2874.0297,11.778448218541374
10709.61,68.99,51797.29,250,routier,general,Casablanca,Europe_Sud,7,20_std,FCA,10000,0.463,71.836,4958.549430000001,10.446057003408756
12192.73,48.89,57992.7,250,routier,general,Casablanca,Asie,8,20_std,DDP,500,0.572,142.653,6974.2415599999995,8.315269768201146
2368.73,7.93,27247.19,800,routier,perissable,Tanger-Med,Afrique_Ouest,11,20_std,DAT,10000,1.358,405.781,3216.73534,8.470448178058689
955.33,3.81,3450.01,800,routier,general,Tanger-Med,Moyen_Orient,6,20_std,DAT,0,0.986,247.117,941.95538,3.6626044855755273
204481.21,632.38,1764734.16,9000,maritime,perissable,Casablanca,Amerique_Nord,1,20_std,FOB,0,2.256,729.605,461309.60975999996,3.82548753085399
6262.15,18.58,55970.98,1500,routier,general,Casablanca,Asie,5,40_hc,DDP,0,1.914,644.85,11985.755099999998,4.6697917263468876
3726.28,4.58,6989.49,7000,maritime,vrac,Casablanca,Europe_Sud,5,20_std,DAT,5000,0.914,743.557,3405.8199200000004,2.0522194843466646
4996.82,5.87,15598.48,500,routier,vrac,Mohammedia,Europe_Sud,5,vrac,FCA,0,0.805,684.474,4022.4401,3.8778650799548267
2176.41,2.74,6161.88,2000,routier,vrac,Casablanca,Amerique_Nord,12,20_std,DDP,0,2.459,1950.102,5351.79219,1.1513675758026771
7113.84,32.49,476319.93,800,routier,fragile,Tanger-Ville,Europe_Sud,8,20_std,CIF,0,1.427,312.562,10151.44968,46.921370347569905
24221.85,31.65,77136.27,12000,aerien,vrac,Agadir,Europe_Nord,11,20_std,CIF,0,36.599,28009.392,886495.4881499999,0.0870125917515647
